% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3517 +9.603284886e+05 +9.603284886e+05 +9.597073786e+05 +9.597073786e+05 -1.3183e+00 +3.7442e+00 -1.1878e-01 -4.8857e+00 +1.3382e-02 -2.0259e+00 +8.9533e-01 -9.6554e-01 +1.1027e+00 -1.3364e-01 +7.0144e-01 +2.7264e+00 +4.4301e+00 +1.2872e+00 +2.5395e+00 -1.5712e+00 +1.6556e+00 +1.4591e+00 +6.1554e-02 -2.4791e-03
3700 +6.210986778e+05 +6.210986778e+05 +6.204775678e+05 +6.204775678e+05 -1.3367e+00 +3.8219e+00 -1.3442e-02 -4.6613e+00 -8.7135e-02 -2.2216e+00 +8.2293e-01 -1.0089e+00 +1.1487e+00 -2.0061e-01 +8.4519e-01 +2.7569e+00 +4.3750e+00 +1.1730e+00 +2.5873e+00 -1.4789e+00 +1.4652e+00 +1.5049e+00 +1.2015e-03 +8.8151e-03
3911 +3.976030540e+05 +3.976030540e+05 +3.969819440e+05 +3.969819440e+05 -1.2802e+00 +3.7786e+00 -1.8332e-01 -4.5408e+00 -2.7741e-01 -2.3017e+00 +9.4744e-01 -9.9622e-01 +1.1354e+00 -2.0961e-01 +8.1598e-01 +2.6649e+00 +4.3750e+00 +1.2989e+00 +2.6699e+00 -1.9542e+00 +1.5520e+00 +1.6570e+00 +0.0000e+00 -6.8504e-02
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153199003e+09 +1.153199003e+09 +1.153198749e+09 +1.153198749e+09 +9.7236e-01 +4.5560e+00 +4.6663e-01 +4.7534e-01 -1.0163e+00 -3.2998e+00 +1.8026e+00 +2.9954e+00 -2.1307e+00 -4.8431e+00 +4.7948e-01 -3.9177e+00 +4.1433e+00 -4.3768e-01 +8.1041e-01 +1.5250e+00 +2.4455e+00 +3.4671e+00 -2.9195e+00 -2.2828e-01
2 +5.374121720e+08 +5.374121720e+08 +5.374119172e+08 +5.374119172e+08 +3.6543e+00 +4.0568e+00 +2.0659e+00 +2.7845e+00 +1.0367e+00 +1.7864e-02 -2.4330e+00 +2.2278e+00 +2.9540e+00 +1.1825e+00 +3.2035e-01 +2.7844e-01 -8.7013e-01 -3.0627e+00 -7.4017e-01 -2.1125e+00 -4.9507e+00 +3.2431e+00 +3.0675e+00 +2.3299e+00
41 +3.669334278e+08 +3.669334278e+08 +3.669331730e+08 +3.669331730e+08 +5.0000e+00 +5.0000e+00 +5.0000e+00 +4.6616e+00 +3.0259e+00 -1.3619e+00 -2.1352e+00 +5.0000e+00 +1.7528e+00 -1.7212e-01 +4.5156e+00 +1.0823e+00 -8.5671e-01 -2.4185e+00 -4.0652e+00 -3.4750e+00 +2.9306e-01 +5.0000e+00 +2.0805e+00 -8.9703e-01
121 +2.204019978e+08 +2.204019978e+08 +2.204017430e+08 +2.204017430e+08 +5.0000e+00 +4.8740e+00 +3.2403e+00 +6.4690e-01 +1.9075e+00 -2.5187e+00 +6.8901e-01 -1.0463e+00 +3.5384e+00 +1.8672e+00 +4.4772e+00 +3.9603e+00 +0.0000e+00 -1.1882e+00 +0.0000e+00 +0.0000e+00 +3.7068e+00 +3.1658e+00 +2.7921e-01 -5.9330e-01
293 +1.335969532e+08 +1.335969532e+08 +1.335966984e+08 +1.335966984e+08 +5.0000e+00 +8.6214e-01 -1.7981e+00 +2.8458e+00 -4.1606e+00 +2.3718e+00 -9.8265e-01 +5.0000e+00 +4.9196e+00 +2.2757e+00 +3.3094e-01 +5.0000e+00 -2.6568e+00 -2.0922e+00 -3.0882e+00 -5.0000e+00 +1.3932e+00 +0.0000e+00 +0.0000e+00 +8.1393e-01
294 +9.799893442e+07 +9.799893442e+07 +9.799867960e+07 +9.799867960e+07 +4.7205e+00 +4.2962e+00 -1.0129e+00 +1.2455e+00 -1.5875e-01 +0.0000e+00 -8.1398e-01 +1.1250e+00 +3.8838e+00 +5.0000e+00 +5.0000e+00 +4.6674e+00 -5.0000e+00 -4.7724e-01 -2.0587e+00 -3.2920e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 -8.2954e-01
355 +4.646467390e+07 +4.646467390e+07 +4.646441908e+07 +4.646441908e+07 +4.5701e+00 +4.4836e+00 +7.2703e-02 +1.1226e+00 -1.9775e+00 +1.7830e-01 -3.3538e+00 +0.0000e+00 +8.2154e-01 +5.0000e+00 +4.4277e+00 +3.5070e+00 -1.7159e+00 -2.4608e+00 -3.6304e+00 -5.0000e+00 +2.2332e+00 +2.2382e-01 -3.7292e+00 +9.9668e-01
410 +3.492061300e+07 +3.492061300e+07 +3.492035818e+07 +3.492035818e+07 +4.9164e+00 +4.6337e+00 +3.1185e-01 -6.5584e-01 -1.6703e+00 -1.4476e+00 -3.5037e+00 +0.0000e+00 +2.5106e+00 +5.0000e+00 +3.6596e+00 +3.8618e+00 +6.6503e-01 -3.2612e+00 -1.5984e+00 -5.0000e+00 +3.8865e+00 -2.1390e-01 -4.1469e+00 +2.4400e+00
947 +2.466522256e+07 +2.466522256e+07 +2.466496774e+07 +2.466496774e+07 +4.8754e+00 +4.4955e+00 +1.1869e+00 -1.4677e+00 -1.1246e+00 -2.3573e+00 +2.7389e-01 +3.0277e+00 +2.0124e+00 +5.0000e+00 +3.8877e+00 +4.3022e+00 -6.9457e-01 -2.5821e+00 -2.2009e+00 -5.0000e+00 +3.1431e+00 -1.6790e+00 -2.0683e+00 +2.5477e+00
1320 +1.578121249e+07 +1.578121249e+07 +1.578095767e+07 +1.578095767e+07 +4.7099e+00 +4.2849e+00 +4.3760e-01 -1.8898e+00 -1.8604e+00 -2.4293e+00 +1.7343e-01 +1.9718e+00 +6.8295e-01 +3.1766e+00 +3.7248e+00 +2.5000e+00 -1.2290e+00 -1.9766e+00 -7.1447e-01 -3.9447e+00 +2.4029e+00 +1.6424e-01 -4.8956e+00 +3.0636e+00
1617 +9.573365764e+06 +9.573365764e+06 +9.573110944e+06 +9.573110944e+06 +4.5692e+00 +4.6389e+00 +7.9999e-02 -2.2347e-01 -2.2370e+00 -1.3641e+00 -7.4920e-01 +1.5809e+00 +1.1355e+00 +3.7555e+00 +3.6148e+00 +3.3334e+00 -2.0796e+00 -2.5058e+00 -1.6772e+00 -4.4636e+00 +2.6399e+00 -2.5162e+00 -4.4577e+00 +2.9455e+00
1832 +6.083721251e+06 +6.083721251e+06 +6.083466431e+06 +6.083466431e+06 +3.7458e+00 +4.4179e+00 +7.0202e-01 -3.4230e-02 -1.8520e+00 -2.0548e+00 -7.0921e-01 +2.0113e+00 +5.6022e-01 +3.0709e+00 +4.0135e+00 +1.9430e+00 -8.8822e-01 -2.7913e+00 -2.3316e+00 -2.3553e+00 +2.3818e+00 -1.5598e+00 -4.1131e+00 +2.1690e+00
2105 +3.570326524e+06 +3.570326524e+06 +3.570071704e+06 +3.570071704e+06 +3.9380e+00 +4.6566e+00 -1.3259e-01 -9.6408e-01 -1.9114e+00 -1.5172e+00 -1.1576e+00 +2.4382e+00 +1.4370e+00 +3.2214e+00 +4.1362e+00 +2.1565e+00 -8.9684e-01 -1.7631e+00 -1.2888e+00 -1.7298e+00 +3.3368e+00 -1.9043e+00 -3.6160e+00 +3.6938e+00
2269 +2.463957307e+06 +2.463957307e+06 +2.463702487e+06 +2.463702487e+06 +4.0895e+00 +4.5881e+00 +1.0617e-01 -6.1872e-01 -2.4568e+00 -1.7522e+00 -1.0569e+00 +2.3710e+00 +9.5380e-01 +3.5553e+00 +4.2663e+00 +1.9111e+00 -1.1013e+00 -1.6921e+00 -1.9974e+00 -2.0470e+00 +2.9969e+00 -1.5494e+00 -3.6359e+00 +2.4962e+00
2694 +1.572868518e+06 +1.572868518e+06 +1.572613698e+06 +1.572613698e+06 +4.0523e+00 +4.6820e+00 +2.6677e-01 -7.3051e-01 -2.3401e+00 -1.6871e+00 -1.0695e+00 +1.9956e+00 +1.2601e+00 +3.3326e+00 +3.2092e+00 +2.1489e+00 -1.0439e+00 -1.6638e+00 -2.0289e+00 -2.0852e+00 +2.8988e+00 -1.9596e+00 -3.3803e+00 +2.6397e+00
2958 +9.376512941e+05 +9.376512941e+05 +9.373964741e+05 +9.373964741e+05 +3.7155e+00 +4.7388e+00 -1.7133e-01 -9.8474e-01 -2.2100e+00 -1.4346e+00 -1.1368e+00 +2.0839e+00 +5.2878e-01 +3.2955e+00 +3.6465e+00 +2.3464e+00 -1.0791e+00 -2.1583e+00 -2.5000e+00 -2.3246e+00 +3.3575e+00 -1.6926e+00 -3.2461e+00 +2.7402e+00
3142 +4.255036984e+05 +4.255036984e+05 +4.252488784e+05 +4.252488784e+05 +3.0534e+00 +4.7012e+00 +1.2922e-01 -9.1224e-01 -2.2508e+00 -1.4732e+00 -1.3812e+00 +1.7429e+00 +9.7696e-01 +3.3041e+00 +3.5958e+00 +2.3364e+00 -1.0772e+00 -2.2762e+00 -1.8125e+00 -2.0065e+00 +2.7838e+00 -1.6319e+00 -3.2804e+00 +3.0049e+00
3222 +3.903439230e+05 +3.903439230e+05 +3.900891030e+05 +3.900891030e+05 +3.1254e+00 +4.7012e+00 +1.1063e-01 -8.6998e-01 -2.2552e+00 -1.4719e+00 -1.2679e+00 +1.7472e+00 +9.3613e-01 +3.3302e+00 +3.6449e+00 +2.3457e+00 -1.0817e+00 -2.4404e+00 -1.7064e+00 -2.2617e+00 +2.9898e+00 -1.6450e+00 -3.2174e+00 +2.9268e+00
3523 +2.353665722e+05 +2.353665722e+05 +2.351117522e+05 +2.351117522e+05 +3.2320e+00 +4.7595e+00 +1.3387e-01 -8.6471e-01 -2.2338e+00 -1.3798e+00 -1.3376e+00 +1.6851e+00 +8.9333e-01 +3.0971e+00 +3.4911e+00 +2.4335e+00 -7.6209e-01 -2.2731e+00 -1.9159e+00 -2.4148e+00 +2.9492e+00 -1.5081e+00 -3.2927e+00 +3.0112e+00
3824 +1.472840547e+05 +1.472840547e+05 +1.470292347e+05 +1.470292347e+05 +3.1412e+00 +4.7576e+00 +2.4029e-01 -8.7940e-01 -2.2016e+00 -1.4617e+00 -1.2924e+00 +1.9113e+00 +9.5748e-01 +3.3183e+00 +3.4549e+00 +2.3776e+00 -7.4101e-01 -2.2602e+00 -2.0838e+00 -2.5000e+00 +2.9481e+00 -1.6338e+00 -3.2881e+00 +2.9880e+00
3962 +9.793638287e+04 +9.793638287e+04 +9.768156287e+04 +9.768156287e+04 +3.1448e+00 +4.7056e+00 +2.3060e-01 -9.4759e-01 -2.2357e+00 -1.4961e+00 -1.2225e+00 +1.8295e+00 +9.3351e-01 +3.2869e+00 +3.4360e+00 +2.3675e+00 -8.1344e-01 -2.2529e+00 -2.0764e+00 -2.5000e+00 +2.9775e+00 -1.5505e+00 -3.2706e+00 +2.9336e+00
4169 +6.203262008e+04 +6.203262008e+04 +6.177780008e+04 +6.177780008e+04 +3.1362e+00 +4.6882e+00 +2.0638e-01 -9.1619e-01 -2.2530e+00 -1.5348e+00 -1.1137e+00 +1.8021e+00 +9.4254e-01 +3.2838e+00 +3.4953e+00 +2.3761e+00 -7.8405e-01 -2.2415e+00 -1.9623e+00 -2.5000e+00 +2.7659e+00 -1.6703e+00 -3.4716e+00 +2.8763e+00
4208 +3.760119201e+04 +3.760119201e+04 +3.734637201e+04 +3.734637201e+04 +3.0839e+00 +4.6721e+00 +7.7228e-02 -8.3884e-01 -2.3105e+00 -1.5823e+00 -1.1687e+00 +1.8253e+00 +9.6380e-01 +3.2289e+00 +3.4946e+00 +2.3693e+00 -8.1426e-01 -2.3137e+00 -2.0637e+00 -2.5000e+00 +2.8115e+00 -1.6515e+00 -3.4074e+00 +2.8822e+00
4477 +2.319782362e+04 +2.319782362e+04 +2.294300362e+04 +2.294300362e+04 +3.0848e+00 +4.6787e+00 +1.2686e-01 -8.8001e-01 -2.2765e+00 -1.5675e+00 -1.1489e+00 +1.8033e+00 +9.0371e-01 +3.2400e+00 +3.4554e+00 +2.3795e+00 -8.0519e-01 -2.3124e+00 -2.0942e+00 -2.5000e+00 +2.8229e+00 -1.5907e+00 -3.4112e+00 +2.8649e+00
4612 +1.310199255e+04 +1.310199255e+04 +1.284717255e+04 +1.284717255e+04 +3.0608e+00 +4.6325e+00 +1.5153e-01 -8.7873e-01 -2.2818e+00 -1.5382e+00 -1.1507e+00 +1.7903e+00 +9.0698e-01 +3.2410e+00 +3.4522e+00 +2.3793e+00 -8.0410e-01 -2.3189e+00 -2.0551e+00 -2.5000e+00 +2.8213e+00 -1.5974e+00 -3.4097e+00 +2.8638e+00
4684 +9.928149402e+03 +9.928149402e+03 +9.673329402e+03 +9.673329402e+03 +3.0566e+00 +4.5883e+00 +1.5840e-01 -8.7792e-01 -2.2822e+00 -1.5691e+00 -1.1442e+00 +1.7882e+00 +9.0840e-01 +3.2407e+00 +3.4504e+00 +2.3812e+00 -8.2113e-01 -2.3195e+00 -2.0466e+00 -2.5000e+00 +2.8242e+00 -1.5955e+00 -3.4102e+00 +2.8623e+00
4880 +6.097958872e+03 +6.097958872e+03 +5.843138872e+03 +5.843138872e+03 +3.0575e+00 +4.5834e+00 +1.3646e-01 -9.1742e-01 -2.2658e+00 -1.5536e+00 -1.1369e+00 +1.7405e+00 +8.9766e-01 +3.3016e+00 +3.4413e+00 +2.3831e+00 -8.1345e-01 -2.3438e+00 -2.0388e+00 -2.5000e+00 +2.8024e+00 -1.5879e+00 -3.4062e+00 +2.8705e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.087777690e+09 +6.087777690e+09 +6.087777746e+09 +6.087777746e+09 +1.7939e+00 -4.9173e+00 -9.7973e-01 +1.4878e+00 +3.3004e+00 -1.5423e+00 +3.1621e+00 -4.9525e+00 +3.7335e+00 -2.5662e+00 +3.3106e+00 +3.3509e+00 +3.0816e+00 +2.6628e+00 -2.0774e+00 +1.5709e+00 -2.5923e+00 -3.0392e+00 -4.9148e+00 +1.2115e+00
2 +6.711200251e+08 +6.711200251e+08 +6.711200817e+08 +6.711200817e+08 +2.6647e+00 -2.3425e+00 -1.3094e+00 +1.9149e-01 -1.3548e+00 +3.5819e+00 +1.7302e+00 -2.5356e+00 +2.1065e+00 +2.4030e+00 -3.2938e+00 -9.6122e-01 -1.6890e-01 -7.5801e-01 -3.4691e+00 +7.7007e-01 +3.6418e+00 -2.6870e+00 -2.3494e+00 +1.9659e-01
3 +5.921726293e+08 +5.921726293e+08 +5.921726860e+08 +5.921726860e+08 -7.8255e-01 +1.8815e-01 -2.2682e+00 +2.8350e+00 -3.9964e+00 +2.0514e+00 +4.0110e+00 -3.9673e-02 +4.6348e+00 +1.8485e-01 +1.1825e+00 +2.2367e+00 +3.2979e+00 -7.7018e-01 -4.2909e+00 +1.5412e+00 +4.6570e+00 +2.4308e+00 +1.6645e+00 -5.0721e-01
23 +3.524917610e+08 +3.524917610e+08 +3.524918176e+08 +3.524918176e+08 +4.8547e+00 +2.9671e+00 -1.8809e+00 -4.1587e+00 -4.5643e+00 +1.2168e+00 -1.0064e-01 -4.2642e-01 -3.1353e+00 +4.3887e+00 +1.2045e+00 +1.0227e+00 +1.6266e+00 +2.4764e+00 +1.8262e-01 +4.4076e+00 +2.3110e+00 -8.7850e-01 +3.7753e+00 -3.5402e+00
48 +1.522483010e+08 +1.522483010e+08 +1.522483576e+08 +1.522483576e+08 -2.3359e+00 -3.1540e-01 -4.0553e+00 -1.1775e+00 -1.5616e+00 -1.3545e+00 +5.5269e-02 -2.5759e+00 -1.6039e+00 +5.4623e-01 +2.0877e+00 +1.7800e+00 -1.6909e+00 +2.7837e+00 -1.2533e+00 +2.3194e+00 +5.0000e+00 -3.5520e+00 -2.0056e-01 -2.6445e+00
164 +7.500008081e+07 +7.500008081e+07 +7.500013742e+07 +7.500013742e+07 +0.0000e+00 -5.4764e-01 -4.2294e+00 -1.2297e+00 -2.8622e+00 +1.8789e+00 +0.0000e+00 -3.0087e+00 +2.0628e-01 +4.2994e+00 +4.2915e+00 +1.2045e+00 +1.1854e+00 +3.5348e+00 -2.2999e+00 +1.9149e+00 +0.0000e+00 +2.9409e+00 +5.6504e-01 -1.8439e+00
287 +6.115156468e+07 +6.115156468e+07 +6.115162129e+07 +6.115162129e+07 -1.1344e+00 +5.1123e-01 -4.1399e+00 +3.2348e+00 -2.5255e+00 +4.3620e-01 +1.4593e+00 -4.9221e+00 -1.2036e+00 +0.0000e+00 +4.1451e+00 +3.7304e+00 +9.7441e-01 +2.7859e+00 +0.0000e+00 +1.8112e+00 -1.6018e+00 +5.0000e+00 +1.3125e+00 -4.1246e+00
567 +3.791008761e+07 +3.791008761e+07 +3.791014422e+07 +3.791014422e+07 -1.9763e+00 -1.7062e+00 -4.1054e+00 +3.1005e+00 -1.3392e+00 -1.6211e+00 +1.8130e+00 -3.0498e+00 +3.3893e-01 -5.8676e-01 +4.1682e+00 +3.6098e+00 +3.1364e-01 +1.2054e+00 -5.0000e+00 +1.7553e+00 -4.3639e-01 +4.4141e+00 +2.6088e+00 -3.5348e+00
727 +2.356271722e+07 +2.356271722e+07 +2.356277383e+07 +2.356277383e+07 -4.3880e+00 -1.2672e+00 -5.0000e+00 +0.0000e+00 -3.8771e+00 -2.7210e+00 +4.1336e+00 -2.2966e+00 -2.4730e-01 +3.4763e+00 +3.2427e+00 +3.8081e+00 +3.8014e+00 +2.8372e+00 -2.0143e+00 +3.0562e+00 -3.0768e-01 +4.1809e-01 +4.0899e-02 -4.0008e+00
1423 +1.074114800e+07 +1.074114800e+07 +1.074120461e+07 +1.074120461e+07 -4.3764e+00 -1.5075e+00 -4.7708e+00 -9.5073e-02 -2.4248e+00 -3.1642e+00 +2.8241e+00 -1.9413e+00 -1.7960e+00 +2.2257e+00 +3.6487e+00 +1.4339e+00 +2.3356e+00 +2.3125e+00 -2.7372e+00 +3.8151e+00 -2.3518e-01 +1.4568e+00 +2.7289e-01 -3.2455e+00
1657 +8.871215148e+06 +8.871215148e+06 +8.871271758e+06 +8.871271758e+06 -4.0342e+00 -1.6589e+00 -3.9218e+00 +5.4760e-01 -4.3921e+00 -2.3621e+00 +2.0900e+00 -2.2593e+00 -1.7573e+00 +6.6726e-01 +4.2714e+00 +1.4050e+00 +2.8487e+00 +1.9672e+00 -2.0710e+00 +1.8507e+00 +1.1572e+00 +1.5957e+00 +2.5603e-01 -3.0314e+00
1840 +5.005272538e+06 +5.005272538e+06 +5.005329148e+06 +5.005329148e+06 -4.0581e+00 -2.0356e+00 -3.5370e+00 -1.2136e-01 -3.7828e+00 -2.4172e+00 +2.2647e+00 -2.7769e+00 -1.3927e+00 +2.3400e+00 +4.2106e+00 +1.2410e+00 +3.1492e+00 +2.0730e+00 -2.4942e+00 +2.0996e+00 +1.1090e+00 +2.0263e+00 +3.6828e-01 -3.5543e+00
2146 +3.855603465e+06 +3.855603465e+06 +3.855660075e+06 +3.855660075e+06 -4.0447e+00 -2.1769e+00 -4.7788e+00 +1.7481e-01 -2.9016e+00 -2.5672e+00 +2.4012e+00 -2.8097e+00 -8.1204e-01 +2.3003e+00 +3.8163e+00 +1.2272e+00 +2.1273e+00 +1.4274e+00 -2.4254e+00 +1.9959e+00 +9.0407e-01 +2.0895e+00 +7.4932e-02 -3.8347e+00
2403 +1.947340796e+06 +1.947340796e+06 +1.947397406e+06 +1.947397406e+06 -3.7168e+00 -1.8130e+00 -3.7383e+00 +8.6503e-01 -3.2565e+00 -2.5748e+00 +2.3678e+00 -2.8194e+00 -1.4471e+00 +2.1160e+00 +3.0180e+00 +1.3871e+00 +2.5427e+00 +1.3227e+00 -2.4794e+00 +1.7618e+00 +6.0595e-01 +2.2041e+00 +1.7499e-02 -3.6774e+00
2607 +1.418001533e+06 +1.418001533e+06 +1.418058143e+06 +1.418058143e+06 -3.5685e+00 -2.2427e+00 -3.7373e+00 +4.8831e-01 -2.9409e+00 -2.6474e+00 +2.3883e+00 -2.7809e+00 -1.3891e+00 +2.1128e+00 +3.4989e+00 +1.5164e+00 +2.5505e+00 +1.2153e+00 -2.3839e+00 +1.6464e+00 +5.3490e-01 +2.1619e+00 +1.3683e-01 -3.5988e+00
2898 +9.655022359e+05 +9.655022359e+05 +9.655588459e+05 +9.655588459e+05 -3.6729e+00 -2.3775e+00 -3.8118e+00 +5.2109e-01 -2.9475e+00 -2.6541e+00 +2.4518e+00 -3.2709e+00 -1.1841e+00 +1.8755e+00 +3.3919e+00 +1.5374e+00 +2.5359e+00 +1.3557e+00 -2.3952e+00 +1.6802e+00 +5.0664e-01 +2.1355e+00 +3.1829e-01 -3.6044e+00
3063 +5.402937782e+05 +5.402937782e+05 +5.403503882e+05 +5.403503882e+05 -4.0078e+00 -2.3083e+00 -3.6701e+00 +7.5138e-01 -2.9925e+00 -2.4295e+00 +2.8162e+00 -3.3213e+00 -1.4439e+00 +2.0610e+00 +3.5403e+00 +1.6781e+00 +2.4402e+00 +1.5491e+00 -2.1667e+00 +1.4955e+00 +3.5218e-01 +1.7947e+00 +2.8374e-01 -3.8716e+00
3228 +3.150217563e+05 +3.150217563e+05 +3.150783663e+05 +3.150783663e+05 -3.6935e+00 -2.4166e+00 -3.6753e+00 +1.0055e+00 -3.0563e+00 -2.4217e+00 +3.1508e+00 -3.3670e+00 -1.4098e+00 +1.9375e+00 +3.2755e+00 +1.8331e+00 +2.4208e+00 +1.5239e+00 -2.1384e+00 +1.7926e+00 +2.4904e-01 +1.9635e+00 +2.8752e-01 -3.7311e+00
