% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
18 +8.319161084e+01 +8.319161084e+01 -9.634838916e+01 -9.634838916e+01 +3.2962e+00 +2.9440e+00 +3.8258e+00 +3.8029e+00 -2.2741e+00 +3.1277e+00 -2.8879e+00 +3.6658e+00 -3.9154e+00 +3.1067e+00 -2.8909e-01 +4.4959e+00 +3.1360e+00 -1.3833e+00 +4.1419e+00 -2.5581e-01 +4.9806e+00 +3.3677e+00 -1.3170e+00 +7.2015e-01
40 +5.840522766e+01 +5.840522766e+01 -1.211347723e+02 -1.211347723e+02 -2.1663e+00 +1.6398e+00 -2.7420e+00 -1.0271e+00 +4.3510e+00 -2.8598e-01 -1.3732e+00 -2.5144e+00 +2.0370e+00 +3.2032e-01 +1.1442e+00 +2.9805e+00 +8.1120e-01 -3.9986e+00 +2.9667e+00 -4.7758e+00 -9.3115e-01 +4.1003e+00 -4.5519e+00 +1.0876e+00
45 +2.964551263e+01 +2.964551263e+01 -1.498944874e+02 -1.498944874e+02 -2.1010e+00 +5.6205e-01 -1.2719e+00 +2.5881e+00 +5.0000e+00 -1.7162e-01 -1.7386e+00 +9.6524e-03 +1.5645e+00 +5.0000e+00 -1.7040e+00 +2.0140e+00 -1.0067e+00 -4.1146e+00 +2.3127e+00 -3.1354e+00 +3.4938e-01 +3.0298e+00 -4.8708e+00 +2.6598e+00
144 +2.310932132e+01 +2.310932132e+01 -1.564306787e+02 -1.564306787e+02 -3.6461e+00 +1.1946e+00 -1.9796e+00 +1.0031e-01 +5.0000e+00 +3.3172e+00 +3.3965e+00 +1.4450e+00 -6.1352e-01 +5.0000e+00 -2.8092e-01 +0.0000e+00 -2.2967e-01 -5.0835e-01 +2.2658e+00 -9.6351e-01 -2.6917e+00 +3.8637e+00 -1.8369e+00 +3.6704e+00
551 +1.375798042e+01 +1.375798042e+01 -1.657820196e+02 -1.657820196e+02 +7.9123e-01 +4.2280e-01 -5.0000e+00 -1.0486e+00 +3.2725e+00 +1.9146e+00 +4.8206e+00 +2.0877e+00 -6.3416e-01 +4.2286e+00 -4.1769e-01 +1.4041e+00 +2.7450e+00 -1.1528e+00 +5.0000e+00 -1.6011e+00 -2.9436e+00 +4.4382e+00 +1.1747e+00 -1.0893e+00
758 +8.232041074e+00 +8.232041074e+00 -1.713079589e+02 -1.713079589e+02 +0.0000e+00 +1.6213e+00 -3.7561e+00 -7.4001e-01 +4.2169e+00 +2.1226e+00 +1.8471e+00 +2.5053e+00 +2.0870e+00 +2.0171e+00 -9.6271e-01 +6.3006e-01 -5.2088e-02 -9.2205e-01 +4.1927e+00 -4.4296e-01 -1.8721e-02 +4.6444e+00 +5.9482e-01 -9.4610e-01
1208 +5.748042703e+00 +5.748042703e+00 -1.737919573e+02 -1.737919573e+02 +4.3920e-01 +2.3883e+00 -4.2150e+00 +1.7244e+00 +3.8847e+00 +6.5023e-01 +2.7150e+00 +4.8610e+00 +2.3643e-01 +4.3863e+00 -8.9256e-01 +0.0000e+00 -6.0693e-01 +2.5625e-01 +3.7611e+00 +9.6432e-01 -1.7603e+00 +4.2180e+00 +1.1888e+00 -1.4295e+00
1812 +3.668907139e+00 +3.668907139e+00 -1.758710929e+02 -1.758710929e+02 +3.1380e-01 -2.9445e-01 -4.3877e+00 +1.7616e+00 +3.6745e+00 +1.9854e-01 +3.5670e+00 +2.5000e+00 -1.7420e-01 +3.3159e+00 +1.4198e-01 +3.6127e-01 -1.7686e-01 +1.3978e+00 +3.6729e+00 +1.0115e+00 -1.1801e+00 +4.7356e+00 +1.7822e+00 +6.7440e-01
1879 +2.471953401e+00 +2.471953401e+00 -1.770680466e+02 -1.770680466e+02 +7.4356e-01 -3.4083e-01 -3.6082e+00 +2.6490e+00 +3.3777e+00 +2.5124e-01 +3.7696e+00 +4.8697e+00 +1.1655e+00 +2.0935e+00 +2.2234e-01 +4.2909e-01 -6.4191e-01 +1.5263e+00 +3.2744e+00 +1.4751e+00 -1.1596e+00 +4.5426e+00 +1.0264e+00 -7.8991e-01
2638 +1.581692777e+00 +1.581692777e+00 -1.779583072e+02 -1.779583072e+02 +3.2318e-02 +5.4900e-01 -3.8186e+00 +2.6874e+00 +4.0501e+00 -4.5844e-02 +3.7504e+00 +4.1611e+00 +7.4190e-01 +2.3764e+00 +9.1640e-02 +7.2459e-01 -6.6802e-01 +1.2427e+00 +2.4494e+00 +9.6202e-01 -1.0833e+00 +4.9271e+00 +1.5041e+00 -2.0432e-01
2787 +9.266039000e-01 +9.266039000e-01 -1.786133961e+02 -1.786133961e+02 +4.5802e-01 +4.3230e-01 -3.8611e+00 +2.6601e+00 +3.9834e+00 -1.9714e-02 +3.3617e+00 +4.2128e+00 +7.6268e-01 +2.4345e+00 -7.9870e-01 +6.0939e-01 -1.0615e+00 +8.9740e-01 +2.4816e+00 +1.0274e+00 -1.3795e+00 +4.3968e+00 +1.4582e+00 -2.0899e-01
3082 +6.129209244e-01 +6.129209244e-01 -1.789270791e+02 -1.789270791e+02 +5.1142e-01 +5.9161e-01 -3.3230e+00 +2.1353e+00 +4.1287e+00 -3.3101e-01 +3.9908e+00 +4.0218e+00 +3.6786e-01 +2.4920e+00 -9.5068e-01 +7.1147e-01 -1.4099e+00 +6.1919e-01 +1.8975e+00 +9.1465e-01 -1.4670e+00 +4.1567e+00 +1.5397e+00 -6.0142e-01
3411 +3.518768057e-01 +3.518768057e-01 -1.791881232e+02 -1.791881232e+02 +1.1018e+00 +5.0502e-01 -3.3625e+00 +2.1457e+00 +4.0397e+00 -6.2918e-01 +3.4004e+00 +4.0785e+00 +1.2803e-01 +2.1604e+00 -6.1507e-01 +6.4766e-01 -1.4756e+00 +1.0179e+00 +2.3397e+00 +9.3555e-01 -1.7966e+00 +4.2069e+00 +1.7901e+00 -4.0725e-01
3485 +2.425343561e-01 +2.425343561e-01 -1.792974656e+02 -1.792974656e+02 +8.4593e-01 +5.1131e-01 -3.4175e+00 +2.1846e+00 +3.9806e+00 -6.4563e-01 +3.2930e+00 +3.9272e+00 +3.6576e-01 +2.2581e+00 -8.3974e-01 +6.6046e-01 -1.5728e+00 +9.0334e-01 +2.0485e+00 +9.5275e-01 -1.6297e+00 +3.8001e+00 +1.6836e+00 -7.7172e-01
3779 +1.572137835e-01 +1.572137835e-01 -1.793827862e+02 -1.793827862e+02 +8.7697e-01 +4.3810e-01 -3.3797e+00 +2.4498e+00 +3.9457e+00 -6.0644e-01 +3.6275e+00 +3.8775e+00 +2.7381e-01 +2.1398e+00 -8.9814e-01 +6.3560e-01 -1.4123e+00 +8.3540e-01 +2.2098e+00 +8.5080e-01 -1.1904e+00 +3.9797e+00 +1.6830e+00 -5.8185e-01
3958 +9.000904808e-02 +9.000904808e-02 -1.794499910e+02 -1.794499910e+02 +7.4366e-01 +4.6003e-01 -3.4470e+00 +2.3934e+00 +3.8635e+00 -6.0244e-01 +3.5759e+00 +3.8162e+00 +1.5323e-01 +2.1675e+00 -7.8050e-01 +6.3004e-01 -1.4543e+00 +9.5862e-01 +2.1843e+00 +8.8632e-01 -1.3930e+00 +3.9504e+00 +1.9384e+00 -6.9386e-01
3996 +5.892605762e-02 +5.892605762e-02 -1.794810739e+02 -1.794810739e+02 +8.1520e-01 +4.5715e-01 -3.4968e+00 +2.4008e+00 +3.8605e+00 -5.6611e-01 +3.5826e+00 +3.8181e+00 +1.7934e-01 +2.1650e+00 -7.0562e-01 +6.2984e-01 -1.4991e+00 +8.9712e-01 +2.2095e+00 +8.8069e-01 -1.3940e+00 +3.9383e+00 +2.0305e+00 -7.0498e-01
4290 +3.924683217e-02 +3.924683217e-02 -1.795007532e+02 -1.795007532e+02 +8.7933e-01 +4.5478e-01 -3.4977e+00 +2.3944e+00 +3.8510e+00 -5.3394e-01 +3.5807e+00 +3.8142e+00 +2.9021e-01 +2.0686e+00 -6.8822e-01 +6.2727e-01 -1.4496e+00 +9.3787e-01 +2.2300e+00 +8.4631e-01 -1.3885e+00 +3.9273e+00 +1.9538e+00 -6.9197e-01
4849 +2.466349494e-02 +2.466349494e-02 -1.795153365e+02 -1.795153365e+02 +8.4142e-01 +4.6247e-01 -3.5024e+00 +2.4086e+00 +3.8473e+00 -5.1082e-01 +3.5881e+00 +3.7674e+00 +2.5816e-01 +2.0825e+00 -6.4939e-01 +6.2280e-01 -1.4398e+00 +9.4448e-01 +2.2320e+00 +8.7251e-01 -1.3304e+00 +3.9006e+00 +1.9633e+00 -6.9849e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.014195338e+02 +2.014195338e+02 +2.787295338e+02 +2.787295338e+02 -5.4905e-01 -3.0517e+00 +4.2748e-01 -1.7276e+00 -2.0793e+00 +5.9795e-02 -3.9727e+00 +5.8768e-02 -4.1947e+00 -2.5802e+00 -4.5948e+00 -8.2746e-01 +3.8673e+00 -4.1877e+00 +3.1811e+00 +3.6131e+00 -1.4557e+00 -2.4838e+00 +2.3763e+00 -2.7004e+00
4 +6.002886452e+01 +6.002886452e+01 +1.373388645e+02 +1.373388645e+02 +9.6451e-01 -2.3119e+00 -2.5195e+00 -3.3225e+00 +2.5140e+00 -2.6634e+00 +3.4485e+00 -2.7073e-01 +4.2348e+00 -1.7807e+00 -3.6254e-01 +4.8750e+00 -1.6078e+00 +2.8896e+00 +4.6992e+00 -3.8711e-01 +5.5803e-01 +4.7387e+00 -3.7645e+00 +4.5254e+00
45 +3.717295351e+01 +3.717295351e+01 +1.144829535e+02 +1.144829535e+02 +1.5868e+00 -2.4792e+00 +3.9644e+00 -7.2083e-01 -1.1545e+00 -2.7646e-01 -4.4548e+00 -9.5055e-01 -6.8756e-01 -7.6967e-01 -2.1922e+00 -2.2928e-01 +3.8437e+00 +2.6818e-01 -2.6644e-01 +4.1262e+00 -5.0000e+00 +5.0000e+00 +3.3743e+00 +4.1207e+00
264 +1.567115872e+01 +1.567115872e+01 +9.298115872e+01 +9.298115872e+01 -3.6736e-01 +6.4918e-01 +1.2708e-01 -9.6198e-01 -1.2791e+00 -3.6889e+00 +4.8974e-01 -5.8458e-01 -1.5221e-01 -1.2287e+00 +3.0621e-01 +6.4038e-01 +1.7239e+00 -3.8435e-01 +1.7346e-01 +1.4129e+00 -4.4261e+00 +5.0000e+00 +1.9985e+00 +2.0060e+00
887 +9.830170948e+00 +9.830170948e+00 +8.714017095e+01 +8.714017095e+01 +1.4199e+00 -6.4297e-01 +3.7262e-01 -2.8140e+00 +3.2745e+00 -3.0898e+00 +3.1126e+00 -1.2975e+00 +3.2750e-01 +2.0434e+00 +2.9730e+00 -5.5733e-01 +7.6749e-01 +0.0000e+00 +1.4704e+00 +1.2553e+00 -3.3576e+00 +4.9873e+00 +3.0235e+00 +1.6269e-01
1594 +6.291930654e+00 +6.291930654e+00 +8.360193065e+01 +8.360193065e+01 +1.4894e+00 -9.7237e-01 -2.8445e+00 -1.5380e+00 +2.1708e+00 -4.6723e+00 +7.8251e-01 -1.8685e+00 +4.6694e-02 +4.1711e+00 +5.0618e-01 +1.1420e+00 +3.4955e-01 +6.0966e-01 -1.2136e+00 +3.5613e+00 -1.7438e+00 +4.2208e+00 +2.6117e+00 +3.0936e+00
2212 +3.937988464e+00 +3.937988464e+00 +8.124798846e+01 +8.124798846e+01 +8.0702e-01 -2.6578e-01 -2.3974e+00 -1.7867e+00 +2.4767e+00 -2.7270e+00 +2.9479e-01 -2.2280e+00 +5.4935e-01 +2.9522e+00 +0.0000e+00 +7.5890e-02 +1.0387e+00 -8.7327e-02 +1.7399e+00 +2.9913e+00 -2.0516e+00 +3.9149e+00 +2.7583e+00 +2.9303e+00
2637 +2.488329582e+00 +2.488329582e+00 +7.979832958e+01 +7.979832958e+01 +1.8549e+00 -1.1636e+00 -1.3907e+00 -1.9588e+00 +2.0699e+00 -2.0975e+00 -5.6465e-01 -1.7369e+00 +1.4169e+00 +2.2318e+00 +7.9470e-01 +7.1239e-01 +8.5635e-01 +9.4942e-01 +7.3395e-01 +4.5045e+00 -1.4322e+00 +2.8759e+00 +2.0989e+00 +1.7404e+00
2893 +1.573168062e+00 +1.573168062e+00 +7.888316806e+01 +7.888316806e+01 +1.5535e+00 +0.0000e+00 -2.6219e+00 -1.8346e+00 +1.6766e+00 -1.9951e+00 +1.2750e+00 -2.3665e+00 +1.4007e+00 +3.2017e+00 +1.0704e+00 +9.6950e-01 +1.1720e+00 +1.2931e+00 +4.6799e-01 +4.6661e+00 -2.8631e-01 +2.5000e+00 +2.8861e+00 +1.9466e+00
3260 +8.197370982e-01 +8.197370982e-01 +7.812973710e+01 +7.812973710e+01 +4.8893e-01 -5.4731e-01 -2.0920e+00 -1.8246e+00 +1.0990e+00 -1.9480e+00 +1.1691e+00 -2.2438e+00 +1.5000e+00 +2.5086e+00 +7.4527e-01 +9.1506e-01 +7.5945e-01 +5.7167e-01 +8.1659e-01 +3.7613e+00 -9.7501e-01 +2.5006e+00 +2.5305e+00 +1.7737e+00
3644 +6.292115754e-01 +6.292115754e-01 +7.793921158e+01 +7.793921158e+01 +7.9608e-01 -6.6648e-01 -2.1420e+00 -1.8430e+00 +8.4808e-01 -2.1142e+00 +1.1531e+00 -2.3703e+00 +1.6942e+00 +2.5097e+00 +8.2579e-01 +8.1638e-01 +7.0187e-01 +5.6308e-01 +6.2099e-01 +3.8127e+00 -8.3939e-01 +2.5007e+00 +2.6211e+00 +1.7527e+00
4045 +3.961397997e-01 +3.961397997e-01 +7.770613980e+01 +7.770613980e+01 +1.1281e+00 -6.2676e-01 -2.3035e+00 -1.9696e+00 +8.4734e-01 -2.4887e+00 +9.9948e-01 -2.2080e+00 +1.5785e+00 +2.5910e+00 +7.8305e-01 +7.3454e-01 +5.3044e-01 +4.8642e-01 +1.8137e-01 +3.9292e+00 -3.8985e-01 +2.5008e+00 +2.7975e+00 +1.8972e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.229575416e+02 +1.229575416e+02 +1.628775416e+02 +1.628775416e+02 -1.8837e-01 -4.3215e+00 +4.3796e+00 -2.6715e+00 -1.9565e+00 +8.2875e-01 +2.2570e+00 +1.0085e+00 -4.5228e+00 +1.0408e+00 +3.7157e+00 +3.1358e+00 -1.9589e+00 +1.9388e+00 -3.8997e+00 +1.9448e+00 -4.2985e+00 -3.4257e+00 -3.4397e+00 +4.9985e+00
16 +9.047376015e+01 +9.047376015e+01 +1.303937602e+02 +1.303937602e+02 -6.3812e-01 -5.9100e-01 -1.1172e+00 -4.3919e+00 -1.0661e+00 -5.8951e-01 +3.7089e+00 -1.0341e+00 -4.2983e+00 +1.4123e+00 -4.1562e+00 -8.7562e-01 -4.0675e+00 +2.0689e+00 +2.5746e+00 -3.6789e+00 -3.1011e+00 +3.9522e+00 +4.1153e+00 -1.7694e+00
43 +4.414486193e+01 +4.414486193e+01 +8.406486193e+01 +8.406486193e+01 -9.4341e-01 -3.7838e+00 +2.3783e+00 -1.0596e+00 -4.6691e+00 +6.9382e-01 +3.1869e+00 -1.2152e-01 +1.4020e+00 +4.4807e+00 +2.3807e+00 -5.0000e+00 -9.5625e-01 -2.6913e+00 -1.5662e+00 +8.0603e-01 -5.0000e+00 +6.9832e-01 +3.1927e+00 +1.0421e+00
89 +3.951831125e+01 +3.951831125e+01 +7.943831125e+01 +7.943831125e+01 +5.0000e+00 -2.6019e+00 +5.7135e-02 -3.8007e+00 -5.0000e+00 +3.0168e-01 +3.9596e+00 +5.0000e+00 -1.6013e+00 +5.0000e+00 +2.2502e+00 +1.4584e-01 -5.0000e+00 -5.0000e+00 -9.2548e-01 -5.5913e-01 -5.0000e+00 +8.8904e-01 +5.0000e+00 +2.5104e+00
127 +2.257667187e+01 +2.257667187e+01 +6.249667187e+01 +6.249667187e+01 +3.4951e+00 +0.0000e+00 +3.3585e+00 -1.8764e+00 -3.1573e+00 -2.5505e-01 +5.0000e+00 +1.3702e-01 +4.4350e+00 +4.7874e+00 +3.8417e+00 -3.8330e+00 -4.7268e-01 -4.2547e+00 +0.0000e+00 +1.1121e+00 -3.8680e+00 +7.9284e-01 +2.9473e+00 -1.4452e+00
434 +1.344408978e+01 +1.344408978e+01 +5.336408978e+01 +5.336408978e+01 +7.9583e-01 -5.5460e-01 +3.1789e+00 -2.1938e+00 -3.7318e+00 +4.8814e-01 +3.1169e+00 -4.0314e+00 +2.6255e+00 +4.4823e+00 +3.3385e+00 +1.8746e+00 +9.4093e-01 -1.7390e+00 +0.0000e+00 -2.6358e+00 +0.0000e+00 +8.3081e-01 +2.2307e+00 -3.4382e+00
544 +9.989633473e+00 +9.989633473e+00 +4.990963347e+01 +4.990963347e+01 +1.5179e+00 +7.3003e-01 +4.4891e+00 -2.3886e+00 -3.6447e+00 -2.4257e-01 +0.0000e+00 -1.4062e+00 +1.4187e+00 +3.3664e+00 +9.4377e-01 +1.8332e+00 -8.5715e-01 +0.0000e+00 -4.6291e-01 -1.5311e+00 +2.1499e+00 +3.5590e-01 +0.0000e+00 -4.1680e+00
1414 +5.342219650e+00 +5.342219650e+00 +4.526221965e+01 +4.526221965e+01 +1.9672e+00 -1.2928e+00 +4.4742e+00 -1.9755e+00 -3.0347e+00 +1.9643e+00 +2.6061e+00 -1.4114e-01 +1.5580e+00 +4.7320e+00 -2.6188e-01 -8.3279e-01 +1.1253e+00 +1.9641e-01 -1.9148e+00 +2.2785e+00 +1.5490e+00 +1.8186e+00 -3.6164e-02 -2.5000e+00
1796 +3.523627643e+00 +3.523627643e+00 +4.344362764e+01 +4.344362764e+01 +3.9595e+00 -1.6330e+00 +3.7250e+00 -1.6648e+00 -2.5806e+00 +1.6291e+00 +4.5484e-01 +3.0938e-01 +2.4018e+00 +4.6645e+00 -1.5788e+00 +9.7645e-01 -2.1825e-01 -1.9812e-01 -1.8478e+00 +3.1976e-01 +9.9836e-01 +3.4608e-01 +7.3947e-01 -3.5732e+00
2395 +2.188207230e+00 +2.188207230e+00 +4.210820723e+01 +4.210820723e+01 +2.4180e+00 -6.1129e-01 +2.8843e+00 -2.7056e+00 -2.3105e+00 +1.8757e+00 +2.4182e+00 -5.8652e-02 +2.9266e+00 +4.6707e+00 -7.1047e-01 +9.1765e-01 -2.4204e-01 +1.9543e-01 -2.3383e+00 +4.4961e-01 +1.6753e-01 +8.9209e-01 +7.3006e-01 -3.0342e+00
2689 +1.156806041e+00 +1.156806041e+00 +4.107680604e+01 +4.107680604e+01 +3.5558e+00 -1.1411e+00 +2.8041e+00 -2.3748e+00 -2.9779e+00 +2.5727e+00 +2.3123e+00 -7.4259e-01 +3.2617e+00 +4.2670e+00 -4.8368e-01 +8.2856e-01 -2.7164e-01 +1.8979e-01 -1.9619e+00 +3.2652e-01 +2.5577e-01 +9.6671e-01 +7.1431e-01 -3.3857e+00
2882 +9.885298014e-01 +9.885298014e-01 +4.090852980e+01 +4.090852980e+01 +3.6954e+00 -9.6259e-01 +2.3476e+00 -2.5396e+00 -2.1599e+00 +2.4739e+00 +2.3260e+00 -8.9932e-01 +2.9571e+00 +4.3904e+00 -7.5164e-01 +9.4384e-01 -3.2321e-01 +2.7416e-01 -1.7018e+00 +2.6044e-02 +5.4307e-01 +1.2654e+00 +8.3331e-01 -3.1121e+00
3123 +5.863823639e-01 +5.863823639e-01 +4.050638236e+01 +4.050638236e+01 +3.8249e+00 -1.0333e+00 +2.8664e+00 -2.6041e+00 -2.1747e+00 +2.3428e+00 +2.2875e+00 -7.7591e-01 +3.2597e+00 +3.9432e+00 -5.0135e-01 +7.9223e-01 -4.4787e-01 +7.1553e-02 -1.6677e+00 +3.3687e-01 +2.4521e-01 +1.3018e+00 +6.2804e-01 -3.2884e+00
3219 +3.760395638e-01 +3.760395638e-01 +4.029603956e+01 +4.029603956e+01 +3.9715e+00 -1.2937e+00 +2.7581e+00 -2.6049e+00 -2.0528e+00 +2.4332e+00 +2.2030e+00 -4.6690e-01 +3.0799e+00 +4.0346e+00 -4.8482e-01 +5.3431e-01 -6.2182e-01 +1.2426e-01 -1.5893e+00 +7.5357e-01 +3.1034e-02 +1.0765e+00 +7.1305e-01 -3.6786e+00
3712 +2.473111805e-01 +2.473111805e-01 +4.016731118e+01 +4.016731118e+01 +3.9223e+00 -1.1264e+00 +2.8065e+00 -2.3781e+00 -1.9814e+00 +2.6858e+00 +2.2718e+00 -5.7454e-01 +2.9096e+00 +3.8061e+00 -5.6862e-01 +3.3151e-01 -5.9317e-01 +6.0884e-02 -1.5564e+00 +4.3337e-01 +2.7269e-02 +1.0792e+00 +9.4489e-01 -3.3838e+00
4052 +1.578837647e-01 +1.578837647e-01 +4.007788376e+01 +4.007788376e+01 +3.8915e+00 -1.1667e+00 +2.7996e+00 -2.2925e+00 -1.9758e+00 +2.5921e+00 +2.2332e+00 -6.9355e-01 +2.9930e+00 +3.7894e+00 -4.1520e-01 +3.3868e-01 -4.6361e-01 +1.3875e-01 -1.4479e+00 +4.2965e-01 +6.4481e-02 +1.0557e+00 +9.9195e-01 -3.4771e+00
4603 +9.693412976e-02 +9.693412976e-02 +4.001693413e+01 +4.001693413e+01 +3.9437e+00 -1.1889e+00 +2.6660e+00 -2.3518e+00 -2.0463e+00 +2.5484e+00 +2.1562e+00 -6.9193e-01 +2.9774e+00 +3.7981e+00 -4.1632e-01 +3.3397e-01 -4.0078e-01 +9.0879e-02 -1.4164e+00 +5.7280e-01 +6.9174e-02 +1.0773e+00 +9.5600e-01 -3.5395e+00
4891 +6.262329817e-02 +6.262329817e-02 +3.998262330e+01 +3.998262330e+01 +3.9176e+00 -1.2247e+00 +2.6280e+00 -2.3664e+00 -2.0540e+00 +2.5520e+00 +2.1423e+00 -7.0449e-01 +2.9786e+00 +3.7500e+00 -3.5496e-01 +3.3621e-01 -3.5685e-01 +1.1364e-01 -1.4378e+00 +5.9945e-01 +5.8769e-02 +1.0146e+00 +9.5834e-01 -3.6278e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.308654539e+02 +1.308654539e+02 +7.425545386e+01 +7.425545386e+01 +1.9030e-02 -1.7653e+00 -1.6438e-01 -6.8433e-01 +1.8885e+00 +2.6298e+00 +6.3533e-01 -3.4591e+00 +2.1667e+00 -2.5470e+00 +1.9664e+00 +1.5356e+00 +2.6765e+00 +1.3478e+00 -2.9162e+00 -2.0825e+00 +4.9618e+00 -2.4824e+00 -2.9158e+00 +4.8366e+00
13 +5.950367131e+01 +5.950367131e+01 +2.893671314e+00 +2.893671314e+00 +6.2854e-01 -4.5780e+00 +2.1921e+00 -4.0711e+00 +3.7636e+00 +1.0503e+00 -4.2489e+00 -1.5609e+00 -4.4402e+00 +2.9356e+00 -4.0385e-01 -1.6588e+00 +3.2584e+00 -2.1898e+00 +3.4805e+00 -3.7922e+00 +2.3805e+00 -2.0364e+00 -3.5268e+00 +1.7686e+00
93 +3.222564600e+01 +3.222564600e+01 -2.438435400e+01 -2.438435400e+01 +1.4109e+00 +0.0000e+00 +3.4752e+00 -1.3905e+00 +1.4141e+00 +2.5235e+00 +1.7664e+00 +0.0000e+00 -3.1822e+00 +0.0000e+00 -1.3795e+00 -6.2841e-01 +1.6242e+00 -1.3841e+00 +2.7654e+00 -3.7725e+00 -2.3651e+00 -6.0074e-01 -1.6881e+00 +3.4997e+00
